ID,Name,Email,Phone,Marks
177,Student177,student177@example.com,7857461281,46
178,Student178,student178@example.com,2821921917,77
179,Student179,student179@example.com,3278443343,71
180,Student180,student180@example.com,7959807973,65
181,Student181,student181@example.com,3686915063,55
182,Student182,student182@example.com,8800123447,42
183,Student183,student183@example.com,0352818059,91
184,Student184,student184@example.com,4359789228,97
185,Student185,student185@example.com,3172847741,86
186,Student186,student186@example.com,7064288014,100
187,Student187,student187@example.com,5634209357,45
188,Student188,student188@example.com,1084574918,94
189,Student189,student189@example.com,0027206482,37
190,Student190,student190@example.com,4083241223,74
191,Student191,student191@example.com,0328949447,45
192,Student192,student192@example.com,4187949162,55
193,Student193,student193@example.com,7383597424,38
194,Student194,student194@example.com,2467295594,37
195,Student195,student195@example.com,3795266204,98
196,Student196,student196@example.com,1709087311,82
197,Student197,student197@example.com,0709077843,79
198,Student198,student198@example.com,8926316139,55
199,Student199,student199@example.com,0921849721,70
200,Student200,student200@example.com,8765632517,79
201,Student201,student201@example.com,2058561470,86
202,Student202,student202@example.com,2194521099,57
203,Student203,student203@example.com,3148620921,100
204,Student204,student204@example.com,5770531235,74
205,Student205,student205@example.com,3593823767,95
206,Student206,student206@example.com,9296553405,85
207,Student207,student207@example.com,1312926720,82
208,Student208,student208@example.com,6763485854,36
209,Student209,student209@example.com,3979060274,42
210,Student210,student210@example.com,6253005102,62
211,Student211,student211@example.com,5665465137,54
212,Student212,student212@example.com,2080854802,54
213,Student213,student213@example.com,7981132059,39
214,Student214,student214@example.com,5195443985,47
215,Student215,student215@example.com,9041283023,95
216,Student216,student216@example.com,9971054520,88
217,Student217,student217@example.com,0977334023,76
218,Student218,student218@example.com,9526468489,59
219,Student219,student219@example.com,0450340201,46
220,Student220,student220@example.com,3937384091,53
221,Student221,student221@example.com,8599776678,76
222,Student222,student222@example.com,3475917790,99
223,Student223,student223@example.com,6966473158,84
224,Student224,student224@example.com,2171586187,79
225,Student225,student225@example.com,1997938675,74
226,Student226,student226@example.com,9746117157,80
227,Student227,student227@example.com,4005826655,90
228,Student228,student228@example.com,5232731751,94
229,Student229,student229@example.com,4512846523,63
230,Student230,student230@example.com,6161232648,65
231,Student231,student231@example.com,0753016083,45
232,Student232,student232@example.com,0340114077,92
233,Student233,student233@example.com,3925415961,70
234,Student234,student234@example.com,5416730113,39
235,Student235,student235@example.com,6831785360,68
236,Student236,student236@example.com,4074647046,41
237,Student237,student237@example.com,9566487712,53
238,Student238,student238@example.com,8635715885,66
239,Student239,student239@example.com,4021517193,88
240,Student240,student240@example.com,5166256333,62
241,Student241,student241@example.com,6203889670,69
242,Student242,student242@example.com,0847419126,78
243,Student243,student243@example.com,1706181938,57
244,Student244,student244@example.com,9686077129,91
245,Student245,student245@example.com,3235705413,67
246,Student246,student246@example.com,2985529271,56
247,Student247,student247@example.com,5782984336,89
248,Student248,student248@example.com,4518320531,97
249,Student249,student249@example.com,9893144526,83
250,Student250,student250@example.com,2302722819,97
251,Student251,student251@example.com,9520564543,53
252,Student252,student252@example.com,8212897643,94
253,Student253,student253@example.com,2531148853,38
254,Student254,student254@example.com,5258265979,67
255,Student255,student255@example.com,5271282045,94
256,Student256,student256@example.com,2976963068,94
257,Student257,student257@example.com,9124978701,36
258,Student258,student258@example.com,0759125043,40
259,Student259,student259@example.com,0388722743,80
260,Student260,student260@example.com,1489400807,88
261,Student261,student261@example.com,2097687678,35
262,Student262,student262@example.com,6848574268,54
263,Student263,student263@example.com,0520595183,49
264,Student264,student264@example.com,0231479663,40
265,Student265,student265@example.com,6944292095,57
266,Student266,student266@example.com,9399998095,61
267,Student267,student267@example.com,6944051599,68
268,Student268,student268@example.com,5302009542,50
269,Student269,student269@example.com,9707126121,75
270,Student270,student270@example.com,1216924300,79
271,Student271,student271@example.com,4229961810,76
272,Student272,student272@example.com,9510648848,40
273,Student273,student273@example.com,8833752691,96
274,Student274,student274@example.com,1297995005,94
275,Student275,student275@example.com,2424367779,37
276,Student276,student276@example.com,7645679510,75
277,Student277,student277@example.com,5863061834,60
278,Student278,student278@example.com,0212099781,48
279,Student279,student279@example.com,1772200308,64
280,Student280,student280@example.com,5166849513,54
281,Student281,student281@example.com,0738535995,91
282,Student282,student282@example.com,8870927425,93
283,Student283,student283@example.com,0355978072,62
284,Student284,student284@example.com,1658701687,71
285,Student285,student285@example.com,4405213630,94
286,Student286,student286@example.com,3160002698,59
287,Student287,student287@example.com,3481773019,58
288,Student288,student288@example.com,5275619553,53
289,Student289,student289@example.com,9926571589,96
290,Student290,student290@example.com,0833826602,78
291,Student291,student291@example.com,9999153466,39
292,Student292,student292@example.com,3305816888,100
293,Student293,student293@example.com,2496429498,91
294,Student294,student294@example.com,3307027580,66
295,Student295,student295@example.com,5462143763,74
296,Student296,student296@example.com,6688761371,36
297,Student297,student297@example.com,2501197270,55
298,Student298,student298@example.com,3494477775,71
299,Student299,student299@example.com,9279438180,86
300,Student300,student300@example.com,6081257042,98
301,Student301,student301@example.com,9690606779,96
302,Student302,student302@example.com,4700133494,56
303,Student303,student303@example.com,3138576167,45
304,Student304,student304@example.com,1164394962,39
305,Student305,student305@example.com,3183083608,92
306,Student306,student306@example.com,8067599671,85
307,Student307,student307@example.com,5660029498,51
308,Student308,student308@example.com,3116373164,73
309,Student309,student309@example.com,7591474101,89
310,Student310,student310@example.com,8216570459,95
311,Student311,student311@example.com,6085068035,77
312,Student312,student312@example.com,5643044601,86
313,Student313,student313@example.com,0451421704,66
314,Student314,student314@example.com,9194949215,47
315,Student315,student315@example.com,4166932097,86
316,Student316,student316@example.com,1639954818,67
317,Student317,student317@example.com,7542851682,64
318,Student318,student318@example.com,1855888246,35
319,Student319,student319@example.com,6473225292,82
320,Student320,student320@example.com,8440572587,71
321,Student321,student321@example.com,3586275338,73
322,Student322,student322@example.com,5250303401,99
323,Student323,student323@example.com,1910283172,69
324,Student324,student324@example.com,2159507382,68
325,Student325,student325@example.com,9538124499,49
326,Student326,student326@example.com,8085645060,90
327,Student327,student327@example.com,4422907476,84
328,Student328,student328@example.com,7761436501,92
329,Student329,student329@example.com,5547043053,64
330,Student330,student330@example.com,5726899760,82
331,Student331,student331@example.com,6923245051,50
332,Student332,student332@example.com,5470864357,65
333,Student333,student333@example.com,1737876138,69
334,Student334,student334@example.com,2387000335,48
335,Student335,student335@example.com,2478201013,97
336,Student336,student336@example.com,9780277192,57
337,Student337,student337@example.com,4845451055,90
338,Student338,student338@example.com,9071176657,48
339,Student339,student339@example.com,1060100137,69
340,Student340,student340@example.com,4504637309,92
341,Student341,student341@example.com,8084557225,99
342,Student342,student342@example.com,9618577865,89
343,Student343,student343@example.com,6911859028,80
344,Student344,student344@example.com,7509270495,74
345,Student345,student345@example.com,5261052052,47
346,Student346,student346@example.com,8573076631,92
347,Student347,student347@example.com,0721745020,49
348,Student348,student348@example.com,7683052960,60
349,Student349,student349@example.com,3196045032,86
350,Student350,student350@example.com,7180463020,74
351,Student351,student351@example.com,0971126591,61
352,Student352,student352@example.com,7230115951,61
353,Student353,student353@example.com,7688984541,54
354,Student354,student354@example.com,8952794362,57
355,Student355,student355@example.com,7954363096,73
356,Student356,student356@example.com,2278295784,98
357,Student357,student357@example.com,1564662359,99
358,Student358,student358@example.com,3916324745,71
359,Student359,student359@example.com,2287208827,90
360,Student360,student360@example.com,3405561516,96
361,Student361,student361@example.com,8862524341,73
362,Student362,student362@example.com,7056101914,57
363,Student363,student363@example.com,1143655641,55
364,Student364,student364@example.com,2947998509,42
365,Student365,student365@example.com,2945911821,98
366,Student366,student366@example.com,7491380392,86
367,Student367,student367@example.com,3036618517,79
368,Student368,student368@example.com,9020893884,91
369,Student369,student369@example.com,0358509047,53
370,Student370,student370@example.com,1616523175,87
371,Student371,student371@example.com,5239252429,93
372,Student372,student372@example.com,7282935838,38
373,Student373,student373@example.com,5300111943,48
374,Student374,student374@example.com,4499107142,58
375,Student375,student375@example.com,9321438697,48
376,Student376,student376@example.com,8123416141,72
377,Student377,student377@example.com,2262477756,65
378,Student378,student378@example.com,2767253379,67
379,Student379,student379@example.com,6769530988,69
380,Student380,student380@example.com,2102487142,40
381,Student381,student381@example.com,0185437192,78
382,Student382,student382@example.com,8794154249,47
383,Student383,student383@example.com,7968598076,98
384,Student384,student384@example.com,8422236682,46
385,Student385,student385@example.com,2367085383,85
386,Student386,student386@example.com,2559838334,96
387,Student387,student387@example.com,2422499445,63
388,Student388,student388@example.com,2346271590,37
389,Student389,student389@example.com,3156615125,43
390,Student390,student390@example.com,5460108897,50
391,Student391,student391@example.com,3479044337,77
392,Student392,student392@example.com,5906056440,76
393,Student393,student393@example.com,0710557405,43
394,Student394,student394@example.com,3028820007,39
395,Student395,student395@example.com,0555216764,65
396,Student396,student396@example.com,0890890129,76
397,Student397,student397@example.com,4440320111,91
398,Student398,student398@example.com,1087174992,78
399,Student399,student399@example.com,2369251998,39
400,Student400,student400@example.com,8612931486,78
401,Student401,student401@example.com,0532150633,76
402,Student402,student402@example.com,9021139664,100
403,Student403,student403@example.com,5044087991,93
404,Student404,student404@example.com,9890752021,67
405,Student405,student405@example.com,7045217369,71
406,Student406,student406@example.com,6335402655,90
407,Student407,student407@example.com,3775637760,53
408,Student408,student408@example.com,7913601575,63
409,Student409,student409@example.com,7393456424,81
410,Student410,student410@example.com,2932485270,72
411,Student411,student411@example.com,0613804231,99
412,Student412,student412@example.com,9445639437,64
413,Student413,student413@example.com,3192162103,70
414,Student414,student414@example.com,8247966957,42
415,Student415,student415@example.com,2128606480,41
416,Student416,student416@example.com,4094743461,90
417,Student417,student417@example.com,9315799989,73
418,Student418,student418@example.com,6191843567,81
419,Student419,student419@example.com,8453851230,61
420,Student420,student420@example.com,5146050842,51
421,Student421,student421@example.com,1033203205,98
422,Student422,student422@example.com,9296263554,77
423,Student423,student423@example.com,0156327796,97
424,Student424,student424@example.com,8347752910,70
425,Student425,student425@example.com,0541937796,68
426,Student426,student426@example.com,9672428986,62
427,Student427,student427@example.com,6119076510,72
428,Student428,student428@example.com,0148811749,98
429,Student429,student429@example.com,3552963104,79
430,Student430,student430@example.com,2411685721,48
431,Student431,student431@example.com,7569724398,93
432,Student432,student432@example.com,3511561809,81
433,Student433,student433@example.com,9431806826,47
434,Student434,student434@example.com,4757134518,73
435,Student435,student435@example.com,4245237489,53
436,Student436,student436@example.com,5482853106,81
437,Student437,student437@example.com,1518273325,72
438,Student438,student438@example.com,7491420827,91
439,Student439,student439@example.com,5518833170,83
440,Student440,student440@example.com,8645687819,43
441,Student441,student441@example.com,2414019190,79
442,Student442,student442@example.com,0737461615,98
443,Student443,student443@example.com,0806685324,59
444,Student444,student444@example.com,3876760007,90
445,Student445,student445@example.com,2438759812,68
446,Student446,student446@example.com,4090612543,68
447,Student447,student447@example.com,2962692597,94
448,Student448,student448@example.com,9371467985,70
449,Student449,student449@example.com,2289093648,41
450,Student450,student450@example.com,9098026206,63
451,Student451,student451@example.com,0060965359,36
452,Student452,student452@example.com,6173162905,53
453,Student453,student453@example.com,3245690030,63
454,Student454,student454@example.com,8438988290,96
455,Student455,student455@example.com,6805169555,90
456,Student456,student456@example.com,6647488097,65
457,Student457,student457@example.com,4510656286,85
458,Student458,student458@example.com,3165378644,93
459,Student459,student459@example.com,8503758915,98
460,Student460,student460@example.com,8435419470,82
461,Student461,student461@example.com,8405977008,76
462,Student462,student462@example.com,7765768624,76
463,Student463,student463@example.com,1120445223,47
464,Student464,student464@example.com,0196477622,77
465,Student465,student465@example.com,9231811236,72
466,Student466,student466@example.com,2860786223,40
467,Student467,student467@example.com,6361442697,100
468,Student468,student468@example.com,9618087559,88
469,Student469,student469@example.com,5139502035,50
470,Student470,student470@example.com,3449993488,69
471,Student471,student471@example.com,3708597614,47
472,Student472,student472@example.com,5279270951,79
473,Student473,student473@example.com,9885648364,72
474,Student474,student474@example.com,7187401927,44
475,Student475,student475@example.com,1321447680,61
476,Student476,student476@example.com,6515922230,52
477,Student477,student477@example.com,0476887116,87
478,Student478,student478@example.com,7347233064,52
479,Student479,student479@example.com,7687670099,63
480,Student480,student480@example.com,5210854541,94
481,Student481,student481@example.com,8418020914,85
482,Student482,student482@example.com,4927249156,87
483,Student483,student483@example.com,7903979444,35
484,Student484,student484@example.com,2235808857,45
485,Student485,student485@example.com,5040355841,76
486,Student486,student486@example.com,2668911460,51
487,Student487,student487@example.com,6974795250,82
488,Student488,student488@example.com,2155978590,85
489,Student489,student489@example.com,8372949463,97
490,Student490,student490@example.com,3092866388,80
491,Student491,student491@example.com,7176922296,40
492,Student492,student492@example.com,6090407525,74
493,Student493,student493@example.com,7550174424,78
494,Student494,student494@example.com,1408378814,89
495,Student495,student495@example.com,5514427141,60
496,Student496,student496@example.com,3200812801,84
497,Student497,student497@example.com,7167144927,97
498,Student498,student498@example.com,3166079690,93
499,Student499,student499@example.com,1844516855,67
500,Student500,student500@example.com,4237145638,59
501,Student501,student501@example.com,3149743847,56
502,Student502,student502@example.com,3909107688,52
503,Student503,student503@example.com,5386333408,50
504,Student504,student504@example.com,3677146581,92
505,Student505,student505@example.com,4201120169,52
506,Student506,student506@example.com,7819580961,60
507,Student507,student507@example.com,7041349883,93
508,Student508,student508@example.com,7504508781,40
509,Student509,student509@example.com,5566264723,67
510,Student510,student510@example.com,6351195468,79
511,Student511,student511@example.com,5175369635,54
512,Student512,student512@example.com,4870448515,98
513,Student513,student513@example.com,6848793202,55
514,Student514,student514@example.com,5855728168,96
515,Student515,student515@example.com,8841358064,76
516,Student516,student516@example.com,4285139007,91
517,Student517,student517@example.com,4275943160,40
518,Student518,student518@example.com,1526025539,46
519,Student519,student519@example.com,2625394869,89
520,Student520,student520@example.com,7260075937,86
521,Student521,student521@example.com,8309171651,66
522,Student522,student522@example.com,7024162584,52
523,Student523,student523@example.com,4387943709,83
524,Student524,student524@example.com,7094147961,53
525,Student525,student525@example.com,2696455879,78
526,Student526,student526@example.com,0699939246,52
527,Student527,student527@example.com,5427394342,69
528,Student528,student528@example.com,4448948281,94
529,Student529,student529@example.com,8594265461,78
530,Student530,student530@example.com,2952486722,100
531,Student531,student531@example.com,1695896433,72
532,Student532,student532@example.com,5974195555,75
533,Student533,student533@example.com,2775275518,59
534,Student534,student534@example.com,1979688255,85
535,Student535,student535@example.com,7782406438,86
536,Student536,student536@example.com,1613440825,49
537,Student537,student537@example.com,6280286249,60
538,Student538,student538@example.com,6702257295,71
539,Student539,student539@example.com,7099426512,49
540,Student540,student540@example.com,3737767950,84
541,Student541,student541@example.com,6305390849,94
542,Student542,student542@example.com,1616668873,35
543,Student543,student543@example.com,9219548619,60
544,Student544,student544@example.com,6414266301,41
545,Student545,student545@example.com,4048907351,99
546,Student546,student546@example.com,6716874020,38
547,Student547,student547@example.com,7819639090,68
548,Student548,student548@example.com,9119441839,59
549,Student549,student549@example.com,2857299804,67
550,Student550,student550@example.com,8429466229,65
551,Student551,student551@example.com,7542273058,84
552,Student552,student552@example.com,0526414850,41
553,Student553,student553@example.com,4812291842,61
554,Student554,student554@example.com,9104744964,53
555,Student555,student555@example.com,6570949518,57
556,Student556,student556@example.com,8555303033,64
557,Student557,student557@example.com,3537163147,92
558,Student558,student558@example.com,3189015858,40
559,Student559,student559@example.com,6989671615,70
560,Student560,student560@example.com,5589796063,74
561,Student561,student561@example.com,4544411432,50
562,Student562,student562@example.com,7450601368,66
563,Student563,student563@example.com,9352152055,99
564,Student564,student564@example.com,8416872499,39
565,Student565,student565@example.com,7367268099,54
566,Student566,student566@example.com,9958143413,89
567,Student567,student567@example.com,2178570145,100
568,Student568,student568@example.com,2002851367,63
569,Student569,student569@example.com,8399387592,87
570,Student570,student570@example.com,0816971631,80
571,Student571,student571@example.com,7472797782,52
572,Student572,student572@example.com,5473913295,63
573,Student573,student573@example.com,8177922168,71
574,Student574,student574@example.com,2076990895,54
575,Student575,student575@example.com,0209180147,69
576,Student576,student576@example.com,8973087159,47
577,Student577,student577@example.com,7081970035,75
578,Student578,student578@example.com,4007781737,75
579,Student579,student579@example.com,5432974153,98
580,Student580,student580@example.com,1389440080,66
581,Student581,student581@example.com,9291638083,98
582,Student582,student582@example.com,3464741241,90
583,Student583,student583@example.com,7533254913,35
584,Student584,student584@example.com,3397813519,56
585,Student585,student585@example.com,3619012301,48
586,Student586,student586@example.com,7371015243,50
587,Student587,student587@example.com,7142361622,53
588,Student588,student588@example.com,5794751860,39
589,Student589,student589@example.com,3882688826,70
590,Student590,student590@example.com,9978202304,85
591,Student591,student591@example.com,8014138353,64
592,Student592,student592@example.com,5943812970,43
593,Student593,student593@example.com,2512065676,44
594,Student594,student594@example.com,4433132307,56
595,Student595,student595@example.com,0921910555,38
596,Student596,student596@example.com,9270820414,37
597,Student597,student597@example.com,4568757355,52
598,Student598,student598@example.com,2121169937,86
599,Student599,student599@example.com,0824970920,95
600,Student600,student600@example.com,7619318317,55
601,Student601,student601@example.com,8943900189,46
602,Student602,student602@example.com,7990864080,46
603,Student603,student603@example.com,1178606552,64
604,Student604,student604@example.com,6480099427,76
605,Student605,student605@example.com,3826611036,49
606,Student606,student606@example.com,1248709853,40
607,Student607,student607@example.com,0837072098,69
608,Student608,student608@example.com,7824557974,76
609,Student609,student609@example.com,0254999209,52
610,Student610,student610@example.com,3508181549,65
611,Student611,student611@example.com,1347100839,64
612,Student612,student612@example.com,5464434889,55
613,Student613,student613@example.com,4266259995,95
614,Student614,student614@example.com,0625753103,71
615,Student615,student615@example.com,4047643091,55
616,Student616,student616@example.com,7283056498,39
617,Student617,student617@example.com,5366756619,97
618,Student618,student618@example.com,0407232868,63
619,Student619,student619@example.com,7480135247,72
620,Student620,student620@example.com,1930546414,79
621,Student621,student621@example.com,5485899222,72
622,Student622,student622@example.com,7038709468,59
623,Student623,student623@example.com,2866478249,52
624,Student624,student624@example.com,7715615701,47
625,Student625,student625@example.com,2949130337,61
626,Student626,student626@example.com,0741721772,73
627,Student627,student627@example.com,3899572540,43
628,Student628,student628@example.com,6446522021,59
629,Student629,student629@example.com,2201341406,52
630,Student630,student630@example.com,5958382258,53
631,Student631,student631@example.com,2234332206,62
632,Student632,student632@example.com,9096353045,42
633,Student633,student633@example.com,7316521764,85
634,Student634,student634@example.com,4328701679,37
635,Student635,student635@example.com,9181297277,83
636,Student636,student636@example.com,8845564177,58
637,Student637,student637@example.com,2437526584,43
638,Student638,student638@example.com,4209850313,75
639,Student639,student639@example.com,4820784944,67
640,Student640,student640@example.com,2307454702,72
641,Student641,student641@example.com,1554925512,71
642,Student642,student642@example.com,8152711177,99
643,Student643,student643@example.com,6028662384,37
644,Student644,student644@example.com,0924709142,41
645,Student645,student645@example.com,7655036690,72
646,Student646,student646@example.com,9204106993,90
647,Student647,student647@example.com,0948414162,86
648,Student648,student648@example.com,7876468753,52
649,Student649,student649@example.com,6394297169,36
650,Student650,student650@example.com,7328220732,95
651,Student651,student651@example.com,7389221223,67
652,Student652,student652@example.com,3609595191,60
653,Student653,student653@example.com,1268435929,52
654,Student654,student654@example.com,1146679169,65
655,Student655,student655@example.com,7044229251,71
656,Student656,student656@example.com,6238924566,45
657,Student657,student657@example.com,8972005312,66
658,Student658,student658@example.com,8902618951,100
659,Student659,student659@example.com,2660197191,91
660,Student660,student660@example.com,0331817054,49
661,Student661,student661@example.com,9797280739,82
662,Student662,student662@example.com,8748390909,99
663,Student663,student663@example.com,5904883099,69
664,Student664,student664@example.com,3612102013,38
665,Student665,student665@example.com,8955128977,61
666,Student666,student666@example.com,6910656299,38
667,Student667,student667@example.com,8989927610,50
668,Student668,student668@example.com,0785272781,100
669,Student669,student669@example.com,3419759656,47
670,Student670,student670@example.com,5316318505,66
671,Student671,student671@example.com,2248314646,98
672,Student672,student672@example.com,0936147945,40
673,Student673,student673@example.com,7006177434,62
674,Student674,student674@example.com,9223919956,83
675,Student675,student675@example.com,9350882972,89
676,Student676,student676@example.com,1126041249,43
677,Student677,student677@example.com,0457207786,79
678,Student678,student678@example.com,3308481423,58
679,Student679,student679@example.com,5072163337,68
680,Student680,student680@example.com,1613640680,37
681,Student681,student681@example.com,7887940990,47
682,Student682,student682@example.com,9686596431,35
683,Student683,student683@example.com,5056321924,98
684,Student684,student684@example.com,5365689025,61
685,Student685,student685@example.com,2214325581,60
686,Student686,student686@example.com,7979024527,57
687,Student687,student687@example.com,8642494178,88
688,Student688,student688@example.com,1325835096,91
689,Student689,student689@example.com,8806874210,73
690,Student690,student690@example.com,9541276621,46
691,Student691,student691@example.com,2387001120,51
692,Student692,student692@example.com,7214569098,85
693,Student693,student693@example.com,8124705157,38
694,Student694,student694@example.com,8381067042,88
695,Student695,student695@example.com,0085696719,92
696,Student696,student696@example.com,5335910784,38
697,Student697,student697@example.com,6075581619,51
698,Student698,student698@example.com,6003341369,60
